Название;Материал;Дата поступления;Дата документа о качестве;Документ о качестве;;Отбор проб;Номер документа о качестве;Предприятие изготовитель
209979;Бетонные образцы-кубы;16.12.2025;18.09.2025;Файл: 18.09.2025 Паспорт №1646.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=209979&field_id=PROPERTY_1419&file_id=238071&ncc=y&download=y&download=y;209978;1646;"ООО ""А-МОСТ"""
209984;Бетонные образцы-кубы;16.12.2025;18.09.2025;Файл: 18.09.2025 Паспорт 1648.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=209984&field_id=PROPERTY_1419&file_id=238075&ncc=y&download=y&download=y;209983;1648;"ООО ""А-МОСТ"""
209987;Бетонные образцы-кубы;16.12.2025;18.09.2025;Файл: 18.09.2025 Паспорт 1649.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=209987&field_id=PROPERTY_1419&file_id=238078&ncc=y&download=y&download=y;209986;1649;"ООО ""А-МОСТ"""
209990;Бетонные образцы-кубы;16.12.2025;19.09.2025;Файл: 19.09.2025 Паспорт 1650.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=209990&field_id=PROPERTY_1419&file_id=238081&ncc=y&download=y&download=y;209989;1650;"ООО ""А-МОСТ"""
210000;Бетонные образцы-кубы;05.11.2025;;;;209999;;"АО ""Дороги и Мосты"" Мостоотряд-10"
210003;Бетонные образцы-кубы;07.11.2025;;;;210002;;"АО ""Дороги и Мосты"" Мостоотряд-10"
210006;Бетонные образцы-кубы;07.11.2025;;;;210005;;"АО ""Дороги и Мосты"" Мостоотряд-10"
210009;Бетонные образцы-кубы;07.11.2025;;;;210008;;"ООО ""Трансстроймеханизация"""
210012;Обработанный материал по ГОСТ 23558;08.11.2025;;;;210011;;"ООО ""Трансстроймеханизация"""
210015;Бетонные образцы-кубы;12.11.2025;;;;210014;;"ООО ""Трансстроймеханизация"""
210018;Обработанный материал по ГОСТ 23558;13.11.2025;;;;210017;;"ООО ""Трансстроймеханизация"""
210021;Бетонные образцы-кубы;15.11.2025;;;;210020;;"ООО ""Трансстроймеханизация"""
210024;Бетонные образцы-кубы;15.11.2025;;;;210023;;"ООО ""Трансстроймеханизация"""
210027;Бетонные образцы-кубы;15.11.2025;;;;210026;;"АО ""Дороги и Мосты"" Мостоотряд-10"
210030;Бетонные образцы-кубы;16.11.2025;;;;210029;;"ООО ""Трансстроймеханизация"""
210033;Обработанный материал по ГОСТ 23558;18.11.2025;;;;210032;;"ООО ""Трансстроймеханизация"""
210036;ОМС 32 К по ГОСТ Р 70197.1;18.11.2025;;;;210035;;"ООО ""Трансстроймеханизация"""
210039;АБС SP-32Э по ГОСТ Р 58401.1;22.11.2025;;;;210038;;"ООО ""Трансстроймеханизация"""
210042;АБС SP-22Э по ГОСТ Р 58401.1;23.11.2025;;;;210041;;"ООО ""Трансстроймеханизация"""
210045;Щебень фр. 5-20 мм по ГОСТ 8267;23.11.2025;;;;210044;;"ООО ""Трансстроймеханизация"""
210048;Щебень фр. 8-16 мм по ГОСТ 32703;24.11.2025;;;;210047;;"ООО ""Трансстроймеханизация"""
210051;АБС к/з пл. тип А М I по ГОСТ 9128;27.11.2025;;;;210050;;"ООО ""Трансстроймеханизация"""
210055;ОМС 32 К по ГОСТ Р 70197.1;28.11.2025;;;;210054;;"ООО ""Трансстроймеханизация"""
210058;АБС м/з тип А М I по ГОСТ 9128;29.11.2025;;;;210057;;"ООО ""Трансстроймеханизация"""
210062;АБС SP-32Э по ГОСТ Р 58401.1;30.11.2025;;;;210061;;"ООО ""Трансстроймеханизация"""
210066;Щебень фр. 16-22,4 мм по ГОСТ 32703;30.11.2025;;;;210065;;"ООО ""Трансстроймеханизация"""
210070;Грунт в кольцах ;01.12.2025;;;;210069;;"ООО ""Трансстроймеханизация"""
210073;Грунт в кольцах ;01.12.2025;;;;210072;;"ООО ""Трансстроймеханизация"""
210076;Грунт в кольцах ;01.12.2025;;;;210075;;"ООО ""Трансстроймеханизация"""
210079;Грунт в кольцах ;02.12.2025;;;;210078;;"ООО ""Трансстроймеханизация"""
210082;Керны АБ SMA-16 по ГОСТ Р 58401.2;03.12.2025;;;;210081;;"ООО ""Трансстроймеханизация"""
210085;Керны АБ SP-22Э по ГОСТ Р 58401.1;03.12.2025;;;;210084;;"ООО ""Трансстроймеханизация"""
210088;АБС SP-32Э по ГОСТ Р 58401.1;03.12.2025;;;;210087;;"ООО ""Трансстроймеханизация"""
210091;Грунт в кольцах ;03.12.2025;;;;210090;;"ООО ""Трансстроймеханизация"""
210094;Грунт в кольцах ;03.12.2025;;;;210093;;"ООО ""Трансстроймеханизация"""
210097;Грунт в кольцах ;03.12.2025;;;;210096;;"ООО ""Трансстроймеханизация"""
210100;Керны АБ к/з пл. тип А М I по ГОСТ 9128;04.12.2025;;;;210099;;"ООО ""Трансстроймеханизация"""
210103;Керны АБ м/з тип А М I по ГОСТ 9128;04.12.2025;;;;210102;;"ООО ""Трансстроймеханизация"""
210106;АБС к/з пл. тип А М I по ГОСТ 9128;04.12.2025;;;;210105;;"ООО ""Трансстроймеханизация"""
210109;Щебень фр. 5-20 мм по ГОСТ 8267;04.12.2025;;;;210108;;"ООО ""Трансстроймеханизация"""
210112;Щебень фр. 4-8 мм по ГОСТ 32703;05.12.2025;;;;210111;;"ООО ""Трансстроймеханизация"""
210116;Щебень фр. 8-16 мм по ГОСТ 32703;05.12.2025;;;;210115;;"ООО ""Трансстроймеханизация"""
210119;АБС м/з тип А М I по ГОСТ 9128;05.12.2025;;;;210118;;"ООО ""Трансстроймеханизация"""
210122;ОМС 32 К по ГОСТ Р 70197.1;07.12.2025;;;;210121;;"ООО ""Трансстроймеханизация"""
210125;АБС к/з пл. тип А М I по ГОСТ 9128;08.12.2025;;;;210124;;"ООО ""Трансстроймеханизация"""
210129;АБС м/з тип А М I по ГОСТ 9128;08.12.2025;;;;210128;;"ООО ""Трансстроймеханизация"""
210133;Щебень фр. 5-20 мм по ГОСТ 8267;09.12.2025;;;;210132;;"ООО ""Трансстроймеханизация"""
210136;Грунт в кольцах ;10.12.2025;;;;210135;;
210139;Грунт по ГОСТ 25100;10.12.2025;;;;210138;;"ООО ""Трансстроймеханизация"""
210142;Грунт по ГОСТ 33063;10.12.2025;;;;210141;;"ООО ""Трансстроймеханизация"""
210145;Грунт в кольцах ;12.12.2025;;;;210144;;"ООО ""Трансстроймеханизация"""
210148;Грунт в кольцах ;15.12.2025;;;;210147;;"ООО ""Трансстроймеханизация"""
210156;Грунт в кольцах ;17.12.2025;;;;210155;;"ООО ""Трансстроймеханизация"""
210159;Обработанный материал по ГОСТ 23558;03.11.2025;;;;210158;;"АО ""Донаэродорстрой"""
210162;Бетонные образцы-кубы;04.11.2025;;;;210161;;"АО ""Донаэродорстрой"""
210165;Обработанный материал по ГОСТ 23558;05.11.2025;;;;210164;;"АО ""Донаэродорстрой"""
210168;Обработанный материал по ГОСТ 23558;05.11.2025;;;;210167;;"АО ""Донаэродорстрой"""
210171;Бетонные образцы-кубы;05.11.2025;;;;210170;;"АО ""Донаэродорстрой"""
210174;Бетонные образцы-кубы;06.11.2025;;;;210173;;"АО ""Донаэродорстрой"""
